Crop_Year,State,District,Crop,Yield,Crop_Cat,Area,Production
2011,Haryana,Gurgaon,Kharif Sorghum,0.51948,Other,23100.0,12000.0
2012,Haryana,Gurgaon,Kharif Sorghum,0.51924,Other,16370.000000000002,8500.0
2013,Haryana,Gurgaon,Kharif Sorghum,0.52381,Other,21000.0,11000.0
2014,Haryana,Gurgaon,Kharif Sorghum,0.5,Other,16000.0,8000.0
2015,Haryana,Gurgaon,Kharif Sorghum,0.5294099999999999,Other,17000.0,9000.0
2010,Haryana,Mahendragarh / Narnaul,Kharif Sorghum,1.0,Other,870.0,870.0
2011,Haryana,Mahendragarh / Narnaul,Kharif Sorghum,1.1111099999999998,Other,780.0,870.0
2013,Haryana,Mahendragarh / Narnaul,Kharif Sorghum,0.8,Other,1450.0,1160.0
2014,Haryana,Mahendragarh / Narnaul,Kharif Sorghum,0.2,Other,1450.0,290.0
2015,Haryana,Mahendragarh / Narnaul,Kharif Sorghum,0.5,Other,580.0,290.0
2010,Haryana,Ambala,Kharif Sorghum,1.42857,Other,700.0,1000.0
2015,Haryana,Karnal,Kharif Sorghum,0.47619,Other,2100.0,1000.0
2010,Haryana,Rohtak,Kharif Sorghum,0.51366,Other,45030.0,23130.0
2011,Haryana,Rohtak,Kharif Sorghum,0.49561,Other,40620.0,20130.0
2012,Haryana,Rohtak,Kharif Sorghum,0.49616000000000005,Other,38290.0,19000.0
2013,Haryana,Rohtak,Kharif Sorghum,0.55416,Other,38130.0,21130.0
2014,Haryana,Rohtak,Kharif Sorghum,0.5274,Other,34130.0,18000.0
2015,Haryana,Rohtak,Kharif Sorghum,0.5294099999999999,Other,34000.0,18000.0
2011,Uttar Pradesh,Meerut,Kharif Sorghum,1.0,Other,10.0,10.0
2012,Uttar Pradesh,Meerut,Kharif Sorghum,1.1044100000000001,Other,960.0,1060.0
2013,Uttar Pradesh,Meerut,Kharif Sorghum,1.0,Other,10.0,10.0
2015,Uttar Pradesh,Meerut,Kharif Sorghum,0.7697200000000001,Other,2470.0,1900.0
2016,Uttar Pradesh,Meerut,Kharif Sorghum,0.72727,Other,10.0,10.0
2010,Uttar Pradesh,Buland Shahar,Kharif Sorghum,0.7827799999999999,Other,100.0,80.0
2011,Uttar Pradesh,Buland Shahar,Kharif Sorghum,0.90215,Other,100.0,90.0
2012,Uttar Pradesh,Buland Shahar,Kharif Sorghum,1.1956900000000001,Other,100.0,120.0
2013,Uttar Pradesh,Buland Shahar,Kharif Sorghum,0.78947,Other,190.0,150.0
2014,Uttar Pradesh,Buland Shahar,Kharif Sorghum,0.7,Other,100.0,70.0
2015,Uttar Pradesh,Buland Shahar,Kharif Sorghum,0.76547,Other,730.0,560.0
2016,Uttar Pradesh,Buland Shahar,Kharif Sorghum,0.74,Other,400.0,300.0
2017,Uttar Pradesh,Buland Shahar,Kharif Sorghum,0.9256,Other,10.0,10.0
2013,Uttar Pradesh,Aligarh,Kharif Sorghum,1.0,Other,10.0,10.0
2016,Uttar Pradesh,Aligarh,Kharif Sorghum,1.0,Other,10.0,10.0
2017,Uttar Pradesh,Aligarh,Kharif Sorghum,1.0,Other,10.0,10.0
2010,Uttar Pradesh,Mathura,Kharif Sorghum,1.0,Other,40.0,40.0
2011,Uttar Pradesh,Mathura,Kharif Sorghum,1.0,Other,50.0,50.0
2012,Uttar Pradesh,Mathura,Kharif Sorghum,1.0,Other,40.0,40.0
2013,Uttar Pradesh,Mathura,Kharif Sorghum,1.0,Other,40.0,40.0
2014,Uttar Pradesh,Mathura,Kharif Sorghum,2.33333,Other,30.0,70.0
2015,Uttar Pradesh,Mathura,Kharif Sorghum,0.66667,Other,30.0,20.0
2016,Uttar Pradesh,Mathura,Kharif Sorghum,1.0,Other,30.0,30.0
2017,Uttar Pradesh,Mathura,Kharif Sorghum,1.0,Other,20.0,20.0
2010,Uttar Pradesh,Agra,Kharif Sorghum,1.0,Other,130.0,130.0
2011,Uttar Pradesh,Agra,Kharif Sorghum,0.8852899999999999,Other,200.0,180.0
2012,Uttar Pradesh,Agra,Kharif Sorghum,1.07574,Other,220.0,240.0
2013,Uttar Pradesh,Agra,Kharif Sorghum,0.8974,Other,130.0,120.0
2014,Uttar Pradesh,Agra,Kharif Sorghum,2.44469,Other,90.0,220.0
2015,Uttar Pradesh,Agra,Kharif Sorghum,0.85593,Other,20.0,20.0
2016,Uttar Pradesh,Agra,Kharif Sorghum,1.0,Other,110.0,110.0
2017,Uttar Pradesh,Agra,Kharif Sorghum,1.0094400000000001,Other,110.0,110.0
2010,Uttar Pradesh,Mainpuri,Kharif Sorghum,0.97154,Other,700.0,680.0
2011,Uttar Pradesh,Mainpuri,Kharif Sorghum,0.91408,Other,430.0,390.0
2012,Uttar Pradesh,Mainpuri,Kharif Sorghum,1.07844,Other,680.0,730.0
2013,Uttar Pradesh,Mainpuri,Kharif Sorghum,0.8809400000000001,Other,560.0,490.0
2014,Uttar Pradesh,Mainpuri,Kharif Sorghum,2.43092,Other,1810.0,4400.0
2015,Uttar Pradesh,Mainpuri,Kharif Sorghum,0.7579,Other,320.0,240.0
2016,Uttar Pradesh,Mainpuri,Kharif Sorghum,1.0,Other,520.0,520.0
2017,Uttar Pradesh,Mainpuri,Kharif Sorghum,1.00569,Other,530.0,530.0
2010,Uttar Pradesh,Etah,Kharif Sorghum,1.0,Other,20.0,20.0
2011,Uttar Pradesh,Etah,Kharif Sorghum,1.0,Other,30.0,30.0
2012,Uttar Pradesh,Etah,Kharif Sorghum,1.0,Other,20.0,20.0
2013,Uttar Pradesh,Etah,Kharif Sorghum,1.0,Other,20.0,20.0
2014,Uttar Pradesh,Etah,Kharif Sorghum,1.0,Other,30.0,30.0
2015,Uttar Pradesh,Etah,Kharif Sorghum,0.83333,Other,60.0,50.0
2017,Uttar Pradesh,Etah,Kharif Sorghum,1.0,Other,50.0,50.0
2010,Uttar Pradesh,Bareilly,Kharif Sorghum,0.92308,Other,130.0,120.0
2011,Uttar Pradesh,Bareilly,Kharif Sorghum,0.9090900000000001,Other,110.0,100.0
2012,Uttar Pradesh,Bareilly,Kharif Sorghum,1.16667,Other,60.0,70.0
2013,Uttar Pradesh,Bareilly,Kharif Sorghum,0.9,Other,100.0,90.0
2014,Uttar Pradesh,Bareilly,Kharif Sorghum,0.66667,Other,30.0,20.0
2015,Uttar Pradesh,Bareilly,Kharif Sorghum,0.75,Other,40.0,30.0
2016,Uttar Pradesh,Bareilly,Kharif Sorghum,0.98658,Other,150.0,150.0
2017,Uttar Pradesh,Bareilly,Kharif Sorghum,1.01163,Other,90.0,90.0
2010,Uttar Pradesh,Budaun,Kharif Sorghum,0.9591799999999999,Other,490.0,470.0
2011,Uttar Pradesh,Budaun,Kharif Sorghum,0.8267899999999999,Other,460.0,380.0
2012,Uttar Pradesh,Budaun,Kharif Sorghum,0.99925,Other,530.0,530.0
2013,Uttar Pradesh,Budaun,Kharif Sorghum,0.8463099999999999,Other,300.0,260.0
2014,Uttar Pradesh,Budaun,Kharif Sorghum,1.06291,Other,120.0,130.0
2015,Uttar Pradesh,Budaun,Kharif Sorghum,1.02465,Other,170.0,170.0
2016,Uttar Pradesh,Budaun,Kharif Sorghum,0.9862000000000001,Other,240.0,240.0
2017,Uttar Pradesh,Budaun,Kharif Sorghum,1.00687,Other,60.0,60.0
2010,Uttar Pradesh,Moradabad,Kharif Sorghum,0.25,Other,120.0,30.0
2011,Uttar Pradesh,Moradabad,Kharif Sorghum,0.27044999999999997,Other,150.0,40.0
2012,Uttar Pradesh,Moradabad,Kharif Sorghum,0.52132,Other,150.0,80.0
2013,Uttar Pradesh,Moradabad,Kharif Sorghum,0.5,Other,130.0,60.0
2014,Uttar Pradesh,Moradabad,Kharif Sorghum,1.10998,Other,750.0,830.0
2015,Uttar Pradesh,Moradabad,Kharif Sorghum,2.0692,Other,90.0,190.0
2016,Uttar Pradesh,Moradabad,Kharif Sorghum,0.99554,Other,140.0,140.0
2017,Uttar Pradesh,Moradabad,Kharif Sorghum,1.00635,Other,100.0,100.0
2010,Uttar Pradesh,Shahjahanpur,Kharif Sorghum,0.9705900000000001,Other,1360.0,1320.0
2011,Uttar Pradesh,Shahjahanpur,Kharif Sorghum,0.91228,Other,1140.0,1040.0
2012,Uttar Pradesh,Shahjahanpur,Kharif Sorghum,1.0526300000000002,Other,190.0,200.0
2013,Uttar Pradesh,Shahjahanpur,Kharif Sorghum,0.89655,Other,870.0,780.0
2014,Uttar Pradesh,Shahjahanpur,Kharif Sorghum,0.9478300000000001,Other,1150.0,1090.0
2015,Uttar Pradesh,Shahjahanpur,Kharif Sorghum,0.77108,Other,830.0,640.0
2016,Uttar Pradesh,Shahjahanpur,Kharif Sorghum,0.98727,Other,1100.0,1090.0
2017,Uttar Pradesh,Shahjahanpur,Kharif Sorghum,1.00632,Other,1110.0,1120.0
2010,Uttar Pradesh,Rampur,Kharif Sorghum,0.29808,Other,1040.0,310.0
2011,Uttar Pradesh,Rampur,Kharif Sorghum,0.2549,Other,510.0,130.0
2012,Uttar Pradesh,Rampur,Kharif Sorghum,0.5,Other,1300.0,650.0
2013,Uttar Pradesh,Rampur,Kharif Sorghum,0.5333300000000001,Other,1500.0,800.0
2014,Uttar Pradesh,Rampur,Kharif Sorghum,1.06667,Other,300.0,320.0
2015,Uttar Pradesh,Rampur,Kharif Sorghum,1.90909,Other,440.0,840.0
2016,Uttar Pradesh,Rampur,Kharif Sorghum,0.99388,Other,1310.0,1300.0
2017,Uttar Pradesh,Rampur,Kharif Sorghum,1.00852,Other,590.0,590.0
2010,Uttar Pradesh,Farrukhabad,Kharif Sorghum,1.21176,Other,1700.0,2060.0
2011,Uttar Pradesh,Farrukhabad,Kharif Sorghum,1.25126,Other,1990.0,2490.0
2012,Uttar Pradesh,Farrukhabad,Kharif Sorghum,1.37255,Other,2040.0,2800.0
2013,Uttar Pradesh,Farrukhabad,Kharif Sorghum,1.39394,Other,1320.0,1840.0
2014,Uttar Pradesh,Farrukhabad,Kharif Sorghum,0.9021,Other,1430.0,1290.0
2015,Uttar Pradesh,Farrukhabad,Kharif Sorghum,0.79832,Other,1190.0,950.0
2016,Uttar Pradesh,Farrukhabad,Kharif Sorghum,1.11645,Other,1670.0,1860.0
2017,Uttar Pradesh,Farrukhabad,Kharif Sorghum,1.5313800000000002,Other,2870.0,4390.0
2010,Uttar Pradesh,Etawah,Kharif Sorghum,1.2093,Other,1290.0,1560.0
2011,Uttar Pradesh,Etawah,Kharif Sorghum,1.2521,Other,1190.0,1490.0
2012,Uttar Pradesh,Etawah,Kharif Sorghum,1.3796300000000001,Other,1080.0,1490.0
2013,Uttar Pradesh,Etawah,Kharif Sorghum,1.39423,Other,1040.0,1450.0
2014,Uttar Pradesh,Etawah,Kharif Sorghum,0.90476,Other,840.0,760.0
2015,Uttar Pradesh,Etawah,Kharif Sorghum,0.80488,Other,820.0,660.0
2016,Uttar Pradesh,Etawah,Kharif Sorghum,1.11726,Other,1070.0,1190.0
2017,Uttar Pradesh,Etawah,Kharif Sorghum,1.53088,Other,840.0,1290.0
2010,Uttar Pradesh,Kanpur,Kharif Sorghum,1.28223,Other,24980.0,32030.0
2011,Uttar Pradesh,Kanpur,Kharif Sorghum,1.3756300000000001,Other,25930.0,35670.0
2012,Uttar Pradesh,Kanpur,Kharif Sorghum,1.49194,Other,26060.0,38880.0
2013,Uttar Pradesh,Kanpur,Kharif Sorghum,1.4078199999999998,Other,23270.0,32759.999999999996
2014,Uttar Pradesh,Kanpur,Kharif Sorghum,0.9484400000000001,Other,24050.0,22810.0
2015,Uttar Pradesh,Kanpur,Kharif Sorghum,0.85746,Other,22870.0,19610.0
2016,Uttar Pradesh,Kanpur,Kharif Sorghum,1.1588800000000001,Other,25690.0,29770.0
2017,Uttar Pradesh,Kanpur,Kharif Sorghum,2.08572,Other,23440.0,48880.0
2010,Uttar Pradesh,Fatehpur,Kharif Sorghum,1.44902,Other,10690.0,15490.0
2011,Uttar Pradesh,Fatehpur,Kharif Sorghum,1.77324,Other,9790.0,17360.0
2012,Uttar Pradesh,Fatehpur,Kharif Sorghum,1.5836,Other,9510.0,15060.0
2013,Uttar Pradesh,Fatehpur,Kharif Sorghum,1.40791,Other,8090.0,11390.0
2014,Uttar Pradesh,Fatehpur,Kharif Sorghum,0.6151,Other,8210.0,5050.0
2015,Uttar Pradesh,Fatehpur,Kharif Sorghum,0.7506900000000001,Other,7260.0,5450.0
2016,Uttar Pradesh,Fatehpur,Kharif Sorghum,0.79667,Other,10140.0,8080.0
2017,Uttar Pradesh,Fatehpur,Kharif Sorghum,1.28166,Other,8490.0,10880.0
2010,Uttar Pradesh,Allahabad,Kharif Sorghum,1.23834,Other,11580.0,14340.0
2011,Uttar Pradesh,Allahabad,Kharif Sorghum,1.45586,Other,11780.0,17150.0
2012,Uttar Pradesh,Allahabad,Kharif Sorghum,1.43837,Other,11520.0,16570.0
2013,Uttar Pradesh,Allahabad,Kharif Sorghum,0.96009,Other,8770.0,8420.0
2014,Uttar Pradesh,Allahabad,Kharif Sorghum,0.92177,Other,10610.0,9780.0
2015,Uttar Pradesh,Allahabad,Kharif Sorghum,0.7405499999999999,Other,9790.0,7250.0
2016,Uttar Pradesh,Allahabad,Kharif Sorghum,0.6899400000000001,Other,10410.0,7190.0
2017,Uttar Pradesh,Allahabad,Kharif Sorghum,0.76046,Other,10580.0,8050.000000000001
2010,Uttar Pradesh,Jhansi,Kharif Sorghum,1.2795,Other,4830.0,6180.0
2011,Uttar Pradesh,Jhansi,Kharif Sorghum,1.06498,Other,2770.0,2950.0
2012,Uttar Pradesh,Jhansi,Kharif Sorghum,1.87805,Other,1640.0,3080.0
2013,Uttar Pradesh,Jhansi,Kharif Sorghum,0.63758,Other,1490.0,950.0
2014,Uttar Pradesh,Jhansi,Kharif Sorghum,0.87218,Other,1330.0,1160.0
2015,Uttar Pradesh,Jhansi,Kharif Sorghum,0.60526,Other,380.0,230.0
2016,Uttar Pradesh,Jhansi,Kharif Sorghum,0.9524400000000001,Other,3810.0,3630.0
2017,Uttar Pradesh,Jhansi,Kharif Sorghum,0.89978,Other,2230.0,2000.0
2010,Uttar Pradesh,Jalaun,Kharif Sorghum,1.12469,Other,8180.0,9200.0
2011,Uttar Pradesh,Jalaun,Kharif Sorghum,1.13676,Other,6800.0,7730.0
2012,Uttar Pradesh,Jalaun,Kharif Sorghum,1.8977899999999999,Other,7240.0,13740.0
2013,Uttar Pradesh,Jalaun,Kharif Sorghum,1.26126,Other,6660.0,8400.0
2014,Uttar Pradesh,Jalaun,Kharif Sorghum,0.8634400000000001,Other,6810.0,5880.0
2015,Uttar Pradesh,Jalaun,Kharif Sorghum,0.64632,Other,6390.0,4130.0
2016,Uttar Pradesh,Jalaun,Kharif Sorghum,0.95096,Other,7550.0,7180.0
2017,Uttar Pradesh,Jalaun,Kharif Sorghum,1.88296,Other,6860.0,12920.0
2010,Uttar Pradesh,Hamirpur,Kharif Sorghum,0.756,Other,25410.0,19210.0
2011,Uttar Pradesh,Hamirpur,Kharif Sorghum,0.92691,Other,22300.0,20670.0
2012,Uttar Pradesh,Hamirpur,Kharif Sorghum,1.26115,Other,21750.0,27430.0
2013,Uttar Pradesh,Hamirpur,Kharif Sorghum,1.01936,Other,19110.0,19480.0
2014,Uttar Pradesh,Hamirpur,Kharif Sorghum,0.79691,Other,17480.0,13930.0
2015,Uttar Pradesh,Hamirpur,Kharif Sorghum,0.06989,Other,15310.0,1070.0
2016,Uttar Pradesh,Hamirpur,Kharif Sorghum,0.7284299999999999,Other,19960.0,14540.0
2017,Uttar Pradesh,Hamirpur,Kharif Sorghum,0.87093,Other,18040.0,15720.0
2010,Uttar Pradesh,Banda,Kharif Sorghum,0.92512,Other,47540.0,43980.0
2011,Uttar Pradesh,Banda,Kharif Sorghum,1.1311099999999998,Other,42940.0,48570.0
2012,Uttar Pradesh,Banda,Kharif Sorghum,1.35219,Other,42960.0,58090.0
2013,Uttar Pradesh,Banda,Kharif Sorghum,1.0681500000000002,Other,36390.0,38870.0
2014,Uttar Pradesh,Banda,Kharif Sorghum,1.0443,Other,35890.0,37480.0
2015,Uttar Pradesh,Banda,Kharif Sorghum,0.28293,Other,33860.0,9580.0
2016,Uttar Pradesh,Banda,Kharif Sorghum,1.01171,Other,42770.0,43270.0
2017,Uttar Pradesh,Banda,Kharif Sorghum,1.27396,Other,40520.0,51620.0
2010,Uttar Pradesh,Varanasi,Kharif Sorghum,1.0911099999999998,Other,4500.0,4910.0
2011,Uttar Pradesh,Varanasi,Kharif Sorghum,1.20089,Other,4480.0,5380.0
2012,Uttar Pradesh,Varanasi,Kharif Sorghum,1.25901,Other,4440.0,5590.0
2013,Uttar Pradesh,Varanasi,Kharif Sorghum,0.88202,Other,5340.0,4710.0
2014,Uttar Pradesh,Varanasi,Kharif Sorghum,1.08118,Other,5420.0,5860.0
2015,Uttar Pradesh,Varanasi,Kharif Sorghum,0.91561,Other,4740.0,4340.0
2016,Uttar Pradesh,Varanasi,Kharif Sorghum,0.92076,Other,4250.0,3920.0
2017,Uttar Pradesh,Varanasi,Kharif Sorghum,1.11104,Other,4690.0,5210.0
2010,Uttar Pradesh,Mirzpur,Kharif Sorghum,0.88264,Other,6050.0,5340.0
2011,Uttar Pradesh,Mirzpur,Kharif Sorghum,1.34622,Other,6210.0,8360.0
2012,Uttar Pradesh,Mirzpur,Kharif Sorghum,1.16667,Other,6240.0,7280.0
2013,Uttar Pradesh,Mirzpur,Kharif Sorghum,1.27963,Other,5400.0,6910.0
2014,Uttar Pradesh,Mirzpur,Kharif Sorghum,1.09524,Other,6510.0,7130.0
2015,Uttar Pradesh,Mirzpur,Kharif Sorghum,1.03704,Other,4860.0,5040.0
2016,Uttar Pradesh,Mirzpur,Kharif Sorghum,1.2416500000000001,Other,6590.0,8180.0
2017,Uttar Pradesh,Mirzpur,Kharif Sorghum,1.33777,Other,5110.0,6840.0
2010,Uttar Pradesh,Jaunpur,Kharif Sorghum,1.22713,Other,3170.0,3890.0
2011,Uttar Pradesh,Jaunpur,Kharif Sorghum,1.23418,Other,3160.0,3900.0
2012,Uttar Pradesh,Jaunpur,Kharif Sorghum,1.36137,Other,3210.0,4370.0
2013,Uttar Pradesh,Jaunpur,Kharif Sorghum,0.80798,Other,4010.0,3240.0
2014,Uttar Pradesh,Jaunpur,Kharif Sorghum,1.46729,Other,3210.0,4710.0
2015,Uttar Pradesh,Jaunpur,Kharif Sorghum,0.66316,Other,2850.0,1890.0
2016,Uttar Pradesh,Jaunpur,Kharif Sorghum,1.1904400000000002,Other,3510.0,4180.0
2017,Uttar Pradesh,Jaunpur,Kharif Sorghum,1.41329,Other,2960.0,4190.0
2010,Uttar Pradesh,Ghazipur,Kharif Sorghum,1.22801,Other,3070.0,3770.0
2011,Uttar Pradesh,Ghazipur,Kharif Sorghum,1.23427,Other,2860.0,3530.0
2012,Uttar Pradesh,Ghazipur,Kharif Sorghum,1.8193800000000002,Other,2270.0,4130.0
2013,Uttar Pradesh,Ghazipur,Kharif Sorghum,0.78777,Other,2780.0,2190.0
2014,Uttar Pradesh,Ghazipur,Kharif Sorghum,1.57192,Other,2920.0,4590.0
2015,Uttar Pradesh,Ghazipur,Kharif Sorghum,1.83871,Other,2480.0,4560.0
2016,Uttar Pradesh,Ghazipur,Kharif Sorghum,0.72554,Other,2780.0,2020.0
2017,Uttar Pradesh,Ghazipur,Kharif Sorghum,1.9128,Other,2690.0,5160.0
2010,Uttar Pradesh,Ballia,Kharif Sorghum,1.18868,Other,1590.0,1890.0
2011,Uttar Pradesh,Ballia,Kharif Sorghum,1.2266700000000001,Other,1500.0,1840.0
2012,Uttar Pradesh,Ballia,Kharif Sorghum,1.43452,Other,1680.0,2410.0
2013,Uttar Pradesh,Ballia,Kharif Sorghum,1.14286,Other,1750.0,2000.0
2014,Uttar Pradesh,Ballia,Kharif Sorghum,1.10417,Other,1440.0,1590.0
2015,Uttar Pradesh,Ballia,Kharif Sorghum,0.79762,Other,1680.0,1340.0
2016,Uttar Pradesh,Ballia,Kharif Sorghum,1.16886,Other,1600.0,1870.0
2017,Uttar Pradesh,Ballia,Kharif Sorghum,1.34055,Other,1760.0,2350.0
2010,Uttar Pradesh,Deoria,Kharif Sorghum,1.16667,Other,60.0,70.0
2011,Uttar Pradesh,Deoria,Kharif Sorghum,1.0,Other,40.0,40.0
2012,Uttar Pradesh,Deoria,Kharif Sorghum,1.25,Other,40.0,50.0
2013,Uttar Pradesh,Deoria,Kharif Sorghum,1.42857,Other,70.0,100.0
2014,Uttar Pradesh,Deoria,Kharif Sorghum,1.25,Other,40.0,50.0
2015,Uttar Pradesh,Deoria,Kharif Sorghum,0.75,Other,40.0,30.0
2016,Uttar Pradesh,Deoria,Kharif Sorghum,1.32143,Other,60.0,70.0
2017,Uttar Pradesh,Deoria,Kharif Sorghum,1.6511600000000002,Other,40.0,70.0
2010,Uttar Pradesh,Azamgarh,Kharif Sorghum,1.33333,Other,30.0,40.0
2011,Uttar Pradesh,Azamgarh,Kharif Sorghum,1.5,Other,20.0,30.0
2012,Uttar Pradesh,Azamgarh,Kharif Sorghum,1.5,Other,100.0,150.0
2013,Uttar Pradesh,Azamgarh,Kharif Sorghum,1.5,Other,20.0,30.0
2014,Uttar Pradesh,Azamgarh,Kharif Sorghum,1.0,Other,10.0,10.0
2016,Uttar Pradesh,Azamgarh,Kharif Sorghum,1.16667,Other,10.0,10.0
2017,Uttar Pradesh,Azamgarh,Kharif Sorghum,1.34375,Other,30.0,40.0
2010,Uttar Pradesh,Lucknow,Kharif Sorghum,0.79845,Other,2580.0,2060.0
2011,Uttar Pradesh,Lucknow,Kharif Sorghum,0.7787200000000001,Other,2350.0,1830.0
2012,Uttar Pradesh,Lucknow,Kharif Sorghum,1.21586,Other,2270.0,2760.0
2013,Uttar Pradesh,Lucknow,Kharif Sorghum,1.07619,Other,2100.0,2260.0
2014,Uttar Pradesh,Lucknow,Kharif Sorghum,0.9195399999999999,Other,1740.0,1600.0
2015,Uttar Pradesh,Lucknow,Kharif Sorghum,1.43293,Other,1640.0,2350.0
2016,Uttar Pradesh,Lucknow,Kharif Sorghum,1.2469100000000002,Other,1940.0,2420.0
2017,Uttar Pradesh,Lucknow,Kharif Sorghum,1.01141,Other,2100.0,2130.0
2010,Uttar Pradesh,Unnao,Kharif Sorghum,0.88124,Other,4210.0,3710.0
2011,Uttar Pradesh,Unnao,Kharif Sorghum,0.82005,Other,3890.0,3190.0
2012,Uttar Pradesh,Unnao,Kharif Sorghum,1.39118,Other,3630.0,5050.0
2013,Uttar Pradesh,Unnao,Kharif Sorghum,0.70263,Other,3800.0,2670.0
2014,Uttar Pradesh,Unnao,Kharif Sorghum,0.49671,Other,3040.0,1510.0
2015,Uttar Pradesh,Unnao,Kharif Sorghum,0.49568,Other,3470.0,1720.0
2016,Uttar Pradesh,Unnao,Kharif Sorghum,1.2471199999999998,Other,3040.0,3790.0
2017,Uttar Pradesh,Unnao,Kharif Sorghum,0.98518,Other,3370.0,3320.0
2010,Uttar Pradesh,Rae-Bareily,Kharif Sorghum,0.83962,Other,8820.0,7400.0
2011,Uttar Pradesh,Rae-Bareily,Kharif Sorghum,0.83981,Other,8540.0,7170.0
2012,Uttar Pradesh,Rae-Bareily,Kharif Sorghum,0.97975,Other,7770.0,7610.0
2013,Uttar Pradesh,Rae-Bareily,Kharif Sorghum,0.79647,Other,7690.0,6130.0
2014,Uttar Pradesh,Rae-Bareily,Kharif Sorghum,0.75086,Other,7000.0,5250.0
2015,Uttar Pradesh,Rae-Bareily,Kharif Sorghum,0.70178,Other,5930.0,4160.0
2016,Uttar Pradesh,Rae-Bareily,Kharif Sorghum,0.76076,Other,7620.0,5790.0
2017,Uttar Pradesh,Rae-Bareily,Kharif Sorghum,0.73868,Other,7800.0,5760.0
2010,Uttar Pradesh,Sitapur,Kharif Sorghum,1.16075,Other,4790.0,5560.0
2011,Uttar Pradesh,Sitapur,Kharif Sorghum,0.88249,Other,4340.0,3830.0
2012,Uttar Pradesh,Sitapur,Kharif Sorghum,1.40571,Other,3500.0,4920.0
2013,Uttar Pradesh,Sitapur,Kharif Sorghum,0.91686,Other,4210.0,3860.0
2014,Uttar Pradesh,Sitapur,Kharif Sorghum,1.09627,Other,3220.0,3530.0
2015,Uttar Pradesh,Sitapur,Kharif Sorghum,1.13918,Other,1940.0,2210.0
2016,Uttar Pradesh,Sitapur,Kharif Sorghum,1.24229,Other,4310.0,5360.0
2017,Uttar Pradesh,Sitapur,Kharif Sorghum,1.01156,Other,3460.0,3500.0
2010,Uttar Pradesh,Hardoi,Kharif Sorghum,1.1136400000000002,Other,6160.0,6860.0
2011,Uttar Pradesh,Hardoi,Kharif Sorghum,1.2105299999999999,Other,6080.0,7360.0
2012,Uttar Pradesh,Hardoi,Kharif Sorghum,1.21359,Other,6180.0,7500.0
2013,Uttar Pradesh,Hardoi,Kharif Sorghum,1.07921,Other,4040.0,4360.0
2014,Uttar Pradesh,Hardoi,Kharif Sorghum,0.9703999999999999,Other,4730.0,4590.0
2015,Uttar Pradesh,Hardoi,Kharif Sorghum,1.40747,Other,6430.0,9050.0
2016,Uttar Pradesh,Hardoi,Kharif Sorghum,1.3631099999999998,Other,5660.0,7720.0
2017,Uttar Pradesh,Hardoi,Kharif Sorghum,1.55903,Other,4830.0,7530.0
2010,Uttar Pradesh,Kheri,Kharif Sorghum,0.78947,Other,190.0,150.0
2011,Uttar Pradesh,Kheri,Kharif Sorghum,0.77778,Other,180.0,140.0
2012,Uttar Pradesh,Kheri,Kharif Sorghum,1.1764700000000001,Other,170.0,200.0
2013,Uttar Pradesh,Kheri,Kharif Sorghum,1.0740699999999999,Other,270.0,290.0
2014,Uttar Pradesh,Kheri,Kharif Sorghum,0.75,Other,160.0,120.0
2015,Uttar Pradesh,Kheri,Kharif Sorghum,0.5,Other,120.0,60.0
2016,Uttar Pradesh,Kheri,Kharif Sorghum,1.24868,Other,190.0,240.0
2017,Uttar Pradesh,Kheri,Kharif Sorghum,1.02326,Other,40.0,40.0
2010,Uttar Pradesh,Faizabad,Kharif Sorghum,0.78472,Other,2880.0,2260.0
2011,Uttar Pradesh,Faizabad,Kharif Sorghum,0.88973,Other,2630.0,2340.0
2012,Uttar Pradesh,Faizabad,Kharif Sorghum,1.05761,Other,2430.0,2570.0
2013,Uttar Pradesh,Faizabad,Kharif Sorghum,0.48095,Other,2100.0,1010.0
2014,Uttar Pradesh,Faizabad,Kharif Sorghum,1.08088,Other,2720.0,2940.0
2015,Uttar Pradesh,Faizabad,Kharif Sorghum,0.9477599999999999,Other,2680.0,2540.0
2016,Uttar Pradesh,Faizabad,Kharif Sorghum,1.23037,Other,2520.0,3100.0
2017,Uttar Pradesh,Faizabad,Kharif Sorghum,0.7240800000000001,Other,2600.0,1880.0
2010,Uttar Pradesh,Bahraich,Kharif Sorghum,1.11765,Other,170.0,190.0
2011,Uttar Pradesh,Bahraich,Kharif Sorghum,1.11765,Other,170.0,190.0
2012,Uttar Pradesh,Bahraich,Kharif Sorghum,1.26667,Other,150.0,190.0
2013,Uttar Pradesh,Bahraich,Kharif Sorghum,1.0,Other,200.0,200.0
2014,Uttar Pradesh,Bahraich,Kharif Sorghum,1.0,Other,100.0,100.0
2015,Uttar Pradesh,Bahraich,Kharif Sorghum,1.0,Other,20.0,20.0
2016,Uttar Pradesh,Bahraich,Kharif Sorghum,1.06579,Other,80.0,80.0
2017,Uttar Pradesh,Bahraich,Kharif Sorghum,1.24074,Other,50.0,70.0
2010,Uttar Pradesh,Sultanpur,Kharif Sorghum,0.6925,Other,7300.0,5060.0
2011,Uttar Pradesh,Sultanpur,Kharif Sorghum,0.84117,Other,7190.0,6050.0
