Crop_Year,State,District,Crop,Yield,Crop_Cat,Area,Production
2014,Madhya Pradesh,Shivpuri,Sesamum,0.57143,Other,7000.0,4000.0
2015,Madhya Pradesh,Shivpuri,Sesamum,0.33332999999999996,Other,12000.0,4000.0
2016,Madhya Pradesh,Shivpuri,Sesamum,0.375,Other,8000.0,3000.0
2017,Madhya Pradesh,Shivpuri,Sesamum,0.556,Other,12500.0,6950.0
2010,Madhya Pradesh,Guna,Sesamum,0.9,Other,1000.0,900.0
2011,Madhya Pradesh,Guna,Sesamum,1.125,Other,800.0,900.0
2012,Madhya Pradesh,Guna,Sesamum,0.9537,Other,1080.0,1030.0
2013,Madhya Pradesh,Guna,Sesamum,0.86585,Other,820.0,710.0
2014,Madhya Pradesh,Guna,Sesamum,0.44444,Other,9000.0,4000.0
2017,Madhya Pradesh,Guna,Sesamum,0.56071,Other,2800.0,1570.0
2010,Madhya Pradesh,Datia,Sesamum,0.54722,Other,41300.0,22600.0
2011,Madhya Pradesh,Datia,Sesamum,0.73964,Other,33800.0,25000.0
2012,Madhya Pradesh,Datia,Sesamum,0.7860900000000001,Other,26320.0,20690.0
2013,Madhya Pradesh,Datia,Sesamum,0.6550199999999999,Other,20900.0,13690.0
2014,Madhya Pradesh,Datia,Sesamum,0.6125,Other,80000.0,49000.0
2015,Madhya Pradesh,Datia,Sesamum,0.41667000000000004,Other,36000.0,15000.0
2016,Madhya Pradesh,Datia,Sesamum,0.12195,Other,41000.0,5000.0
2017,Madhya Pradesh,Datia,Sesamum,0.27408,Other,54400.0,14910.0
2010,Madhya Pradesh,Morena,Sesamum,0.49119999999999997,Other,56800.0,27900.0
2011,Madhya Pradesh,Morena,Sesamum,0.50629,Other,31800.0,16100.000000000002
2012,Madhya Pradesh,Morena,Sesamum,0.45252,Other,23380.0,10580.0
2013,Madhya Pradesh,Morena,Sesamum,0.57837,Other,14610.0,8450.0
2014,Madhya Pradesh,Morena,Sesamum,0.45832999999999996,Other,24000.0,11000.0
2015,Madhya Pradesh,Morena,Sesamum,0.48148,Other,27000.0,13000.0
2016,Madhya Pradesh,Morena,Sesamum,0.71429,Other,42000.0,30000.0
2017,Madhya Pradesh,Morena,Sesamum,0.43095,Other,29400.0,12670.0
2010,Madhya Pradesh,Bhind,Sesamum,0.87234,Other,9400.0,8200.0
2011,Madhya Pradesh,Bhind,Sesamum,0.67308,Other,5200.0,3500.0
2012,Madhya Pradesh,Bhind,Sesamum,0.571,Other,10070.0,5750.0
2013,Madhya Pradesh,Bhind,Sesamum,0.86941,Other,8500.0,7390.0
2014,Madhya Pradesh,Bhind,Sesamum,0.61111,Other,18000.0,11000.0
2015,Madhya Pradesh,Bhind,Sesamum,0.5,Other,28000.0,14000.0
2016,Madhya Pradesh,Bhind,Sesamum,0.52,Other,25000.0,13000.0
2017,Madhya Pradesh,Bhind,Sesamum,0.58202,Other,35600.0,20720.0
2010,Madhya Pradesh,Ratlam,Sesamum,0.75,Other,400.0,300.0
2011,Madhya Pradesh,Ratlam,Sesamum,1.0,Other,400.0,400.0
2012,Madhya Pradesh,Ratlam,Sesamum,1.03125,Other,320.0,330.0
2013,Madhya Pradesh,Ratlam,Sesamum,0.93333,Other,300.0,280.0
2017,Madhya Pradesh,Ratlam,Sesamum,0.6333300000000001,Other,300.0,190.0
2012,Madhya Pradesh,Ujjain,Sesamum,0.66667,Other,30.0,20.0
2013,Madhya Pradesh,Ujjain,Sesamum,0.5,Other,20.0,10.0
2017,Madhya Pradesh,Ujjain,Sesamum,0.52632,Other,190.0,100.0
2010,Madhya Pradesh,Mandsaur,Sesamum,0.57143,Other,1400.0,800.0
2011,Madhya Pradesh,Mandsaur,Sesamum,0.58333,Other,1200.0,700.0
2012,Madhya Pradesh,Mandsaur,Sesamum,0.5794400000000001,Other,1070.0,620.0
2013,Madhya Pradesh,Mandsaur,Sesamum,0.59804,Other,1020.0,610.0
2014,Madhya Pradesh,Mandsaur,Sesamum,0.33332999999999996,Other,6000.0,2000.0
2017,Madhya Pradesh,Mandsaur,Sesamum,0.6,Other,1000.0,600.0
2010,Madhya Pradesh,Dewas,Sesamum,1.0,Other,300.0,300.0
2011,Madhya Pradesh,Dewas,Sesamum,1.0,Other,300.0,300.0
2012,Madhya Pradesh,Dewas,Sesamum,1.48148,Other,270.0,400.0
2013,Madhya Pradesh,Dewas,Sesamum,1.0,Other,280.0,280.0
2010,Madhya Pradesh,Dhar,Sesamum,0.5,Other,200.0,100.0
2011,Madhya Pradesh,Dhar,Sesamum,0.5,Other,200.0,100.0
2012,Madhya Pradesh,Dhar,Sesamum,0.33332999999999996,Other,180.0,60.0
2013,Madhya Pradesh,Dhar,Sesamum,0.58824,Other,170.0,100.0
2010,Madhya Pradesh,Jhabua,Sesamum,0.33332999999999996,Other,300.0,100.0
2011,Madhya Pradesh,Jhabua,Sesamum,0.33332999999999996,Other,300.0,100.0
2012,Madhya Pradesh,Jhabua,Sesamum,0.57692,Other,260.0,150.0
2013,Madhya Pradesh,Jhabua,Sesamum,0.8490599999999999,Other,530.0,450.0
2017,Madhya Pradesh,Jhabua,Sesamum,0.5090899999999999,Other,1100.0,560.0
2010,Madhya Pradesh,Khargone / West Nimar,Sesamum,0.375,Other,800.0,300.0
2011,Madhya Pradesh,Khargone / West Nimar,Sesamum,0.5,Other,1000.0,500.0
2012,Madhya Pradesh,Khargone / West Nimar,Sesamum,0.36066000000000004,Other,610.0,220.0
2013,Madhya Pradesh,Khargone / West Nimar,Sesamum,0.43636,Other,550.0,240.0
2014,Madhya Pradesh,Khargone / West Nimar,Sesamum,0.6,Other,5000.0,3000.0
2017,Madhya Pradesh,Khargone / West Nimar,Sesamum,0.26667,Other,300.0,80.0
2010,Madhya Pradesh,Khandwa / East Nimar,Sesamum,0.66667,Other,1800.0,1200.0
2011,Madhya Pradesh,Khandwa / East Nimar,Sesamum,0.64706,Other,1700.0,1100.0
2012,Madhya Pradesh,Khandwa / East Nimar,Sesamum,0.44355,Other,1240.0,550.0
2013,Madhya Pradesh,Khandwa / East Nimar,Sesamum,0.5405399999999999,Other,1110.0,600.0
2015,Madhya Pradesh,Khandwa / East Nimar,Sesamum,0.33332999999999996,Other,3000.0,1000.0
2017,Madhya Pradesh,Khandwa / East Nimar,Sesamum,0.45385000000000003,Other,1300.0,590.0
2010,Madhya Pradesh,Sehore,Sesamum,1.0,Other,100.0,100.0
2011,Madhya Pradesh,Sehore,Sesamum,0.5,Other,200.0,100.0
2012,Madhya Pradesh,Sehore,Sesamum,0.71429,Other,140.0,100.0
2013,Madhya Pradesh,Sehore,Sesamum,0.30769,Other,130.0,40.0
2017,Madhya Pradesh,Sehore,Sesamum,0.36111,Other,360.0,130.0
2011,Madhya Pradesh,Raisen,Sesamum,0.66667,Other,300.0,200.0
2012,Madhya Pradesh,Raisen,Sesamum,0.42857,Other,70.0,30.0
2013,Madhya Pradesh,Raisen,Sesamum,0.33332999999999996,Other,60.0,20.0
2011,Madhya Pradesh,Vidisha,Sesamum,1.0,Other,100.0,100.0
2012,Madhya Pradesh,Vidisha,Sesamum,0.66667,Other,30.0,20.0
2013,Madhya Pradesh,Vidisha,Sesamum,0.42857,Other,280.0,120.0
2017,Madhya Pradesh,Vidisha,Sesamum,0.5,Other,40.0,20.0
2010,Madhya Pradesh,Betul,Sesamum,0.5,Other,400.0,200.0
2011,Madhya Pradesh,Betul,Sesamum,0.5,Other,200.0,100.0
2012,Madhya Pradesh,Betul,Sesamum,0.81159,Other,690.0,560.0
2013,Madhya Pradesh,Betul,Sesamum,0.45832999999999996,Other,480.0,220.0
2014,Madhya Pradesh,Betul,Sesamum,0.33332999999999996,Other,3000.0,1000.0
2016,Madhya Pradesh,Betul,Sesamum,0.426,Other,1000.0,430.0
2017,Madhya Pradesh,Betul,Sesamum,0.43,Other,1000.0,430.0
2010,Madhya Pradesh,Rajgarh,Sesamum,0.71429,Other,1400.0,1000.0
2011,Madhya Pradesh,Rajgarh,Sesamum,0.78571,Other,1400.0,1100.0
2012,Madhya Pradesh,Rajgarh,Sesamum,0.79452,Other,1460.0,1160.0
2013,Madhya Pradesh,Rajgarh,Sesamum,0.65385,Other,1300.0,850.0
2014,Madhya Pradesh,Rajgarh,Sesamum,0.57143,Other,7000.0,4000.0
2015,Madhya Pradesh,Rajgarh,Sesamum,0.5,Other,4000.0,2000.0
2017,Madhya Pradesh,Rajgarh,Sesamum,0.6,Other,5100.0,3060.0
2010,Madhya Pradesh,Shajapur,Sesamum,0.66667,Other,600.0,400.0
2011,Madhya Pradesh,Shajapur,Sesamum,0.5,Other,600.0,300.0
2012,Madhya Pradesh,Shajapur,Sesamum,0.5915499999999999,Other,710.0,420.0
2013,Madhya Pradesh,Shajapur,Sesamum,0.44444,Other,720.0,320.0
2014,Madhya Pradesh,Shajapur,Sesamum,0.2,Other,5000.0,1000.0
2015,Madhya Pradesh,Shajapur,Sesamum,1.0,Other,1000.0,1000.0
2016,Madhya Pradesh,Shajapur,Sesamum,0.5,Other,1000.0,500.0
2017,Madhya Pradesh,Shajapur,Sesamum,0.64,Other,1000.0,640.0
2010,Madhya Pradesh,Hoshangabad,Sesamum,1.0,Other,300.0,300.0
2011,Madhya Pradesh,Hoshangabad,Sesamum,1.0,Other,200.0,200.0
2012,Madhya Pradesh,Hoshangabad,Sesamum,0.7073200000000001,Other,410.0,290.0
2013,Madhya Pradesh,Hoshangabad,Sesamum,0.33332999999999996,Other,90.0,30.0
2016,Madhya Pradesh,Hoshangabad,Sesamum,0.85,Other,1000.0,850.0
2017,Madhya Pradesh,Hoshangabad,Sesamum,0.625,Other,160.0,100.0
2010,Andhra Pradesh,Srikakulam,Sesamum,0.17605,Other,15280.0,2690.0
2011,Andhra Pradesh,Srikakulam,Sesamum,0.17771,Other,16149.999999999998,2870.0
2012,Andhra Pradesh,Srikakulam,Sesamum,0.19845,Other,11610.0,2300.0
2013,Andhra Pradesh,Srikakulam,Sesamum,0.17975,Other,12100.0,2170.0
2014,Andhra Pradesh,Srikakulam,Sesamum,0.20811000000000002,Other,18260.0,3800.0
2015,Andhra Pradesh,Srikakulam,Sesamum,0.23297,Other,12770.0,2970.0
2016,Andhra Pradesh,Srikakulam,Sesamum,0.23277,Other,11730.0,2730.0
2017,Andhra Pradesh,Srikakulam,Sesamum,0.23376,Other,12660.0,2960.0
2010,Andhra Pradesh,Visakhapatnam,Sesamum,0.18875,Other,14040.0,2650.0
2011,Andhra Pradesh,Visakhapatnam,Sesamum,0.17433,Other,16520.0,2880.0
2012,Andhra Pradesh,Visakhapatnam,Sesamum,0.24005,Other,13180.0,3160.0
2013,Andhra Pradesh,Visakhapatnam,Sesamum,0.21747,Other,13450.0,2920.0
2014,Andhra Pradesh,Visakhapatnam,Sesamum,0.25053,Other,18800.0,4710.0
2015,Andhra Pradesh,Visakhapatnam,Sesamum,0.23469,Other,14210.0,3330.0
2016,Andhra Pradesh,Visakhapatnam,Sesamum,0.23651,Other,13470.0,3190.0
2017,Andhra Pradesh,Visakhapatnam,Sesamum,0.27001,Other,9700.0,2620.0
2010,Andhra Pradesh,East Godavari,Sesamum,0.20253,Other,1580.0,320.0
2011,Andhra Pradesh,East Godavari,Sesamum,0.2125,Other,800.0,170.0
2012,Andhra Pradesh,East Godavari,Sesamum,0.26027,Other,730.0,190.0
2013,Andhra Pradesh,East Godavari,Sesamum,0.25688,Other,1090.0,280.0
2014,Andhra Pradesh,East Godavari,Sesamum,0.2,Other,3450.0,690.0
2015,Andhra Pradesh,East Godavari,Sesamum,0.29278,Other,2630.0,770.0
2016,Andhra Pradesh,East Godavari,Sesamum,0.17633000000000001,Other,2980.0,530.0
2017,Andhra Pradesh,East Godavari,Sesamum,0.14066,Other,2530.0,360.0
2010,Andhra Pradesh,West Godavari,Sesamum,0.22916999999999998,Other,960.0,220.0
2011,Andhra Pradesh,West Godavari,Sesamum,0.21239,Other,1130.0,240.0
2012,Andhra Pradesh,West Godavari,Sesamum,0.26154,Other,650.0,170.0
2013,Andhra Pradesh,West Godavari,Sesamum,0.22,Other,500.0,110.0
2014,Andhra Pradesh,West Godavari,Sesamum,0.18987,Other,790.0,150.0
2015,Andhra Pradesh,West Godavari,Sesamum,0.375,Other,640.0,240.0
2016,Andhra Pradesh,West Godavari,Sesamum,0.28493,Other,540.0,160.0
2017,Andhra Pradesh,West Godavari,Sesamum,0.29854,Other,410.0,120.0
2010,Andhra Pradesh,Krishna,Sesamum,0.2,Other,700.0,140.0
2011,Andhra Pradesh,Krishna,Sesamum,0.21711000000000003,Other,1520.0,330.0
2012,Andhra Pradesh,Krishna,Sesamum,0.25,Other,720.0,180.0
2013,Andhra Pradesh,Krishna,Sesamum,0.25926,Other,1080.0,280.0
2014,Andhra Pradesh,Krishna,Sesamum,0.19259,Other,1350.0,260.0
2015,Andhra Pradesh,Krishna,Sesamum,0.42857,Other,420.0,180.0
2016,Andhra Pradesh,Krishna,Sesamum,0.15261000000000002,Other,250.0,40.0
2017,Andhra Pradesh,Krishna,Sesamum,0.22635,Other,300.0,70.0
2010,Andhra Pradesh,Guntur,Sesamum,0.12528,Other,25130.0,3150.0
2011,Andhra Pradesh,Guntur,Sesamum,0.38976,Other,5960.0,2320.0
2012,Andhra Pradesh,Guntur,Sesamum,0.29446,Other,6570.0,1930.0
2013,Andhra Pradesh,Guntur,Sesamum,0.5969,Other,12710.0,7590.0
2014,Andhra Pradesh,Guntur,Sesamum,0.20754,Other,9270.0,1920.0
2015,Andhra Pradesh,Guntur,Sesamum,0.1995,Other,8340.0,1660.0
2016,Andhra Pradesh,Guntur,Sesamum,0.23721,Other,10030.0,2380.0
2017,Andhra Pradesh,Guntur,Sesamum,0.30552999999999997,Other,4800.0,1470.0
2010,Andhra Pradesh,S.P.S. Nellore,Sesamum,0.24543,Other,26660.0,6540.0
2011,Andhra Pradesh,S.P.S. Nellore,Sesamum,0.30163,Other,4340.0,1310.0
2012,Andhra Pradesh,S.P.S. Nellore,Sesamum,0.29938,Other,3520.0,1050.0
2013,Andhra Pradesh,S.P.S. Nellore,Sesamum,0.40404,Other,7030.0,2840.0
2014,Andhra Pradesh,S.P.S. Nellore,Sesamum,0.18611000000000003,Other,10820.0,2009.9999999999998
2015,Andhra Pradesh,S.P.S. Nellore,Sesamum,0.25931,Other,6030.0,1560.0
2016,Andhra Pradesh,S.P.S. Nellore,Sesamum,0.27154,Other,16000.0,4350.0
2017,Andhra Pradesh,S.P.S. Nellore,Sesamum,0.2407,Other,3470.0,840.0
2010,Andhra Pradesh,Kurnool,Sesamum,0.14406,Other,7070.0,1020.0
2011,Andhra Pradesh,Kurnool,Sesamum,0.44769,Other,1180.0,530.0
2012,Andhra Pradesh,Kurnool,Sesamum,0.41248,Other,1410.0,580.0
2013,Andhra Pradesh,Kurnool,Sesamum,0.43657999999999997,Other,3580.0,1560.0
2014,Andhra Pradesh,Kurnool,Sesamum,0.48918,Other,5340.0,2610.0
2015,Andhra Pradesh,Kurnool,Sesamum,0.25123,Other,2200.0,550.0
2016,Andhra Pradesh,Kurnool,Sesamum,0.18371,Other,2830.0,520.0
2017,Andhra Pradesh,Kurnool,Sesamum,0.26887,Other,2070.0,560.0
2010,Andhra Pradesh,Kadapa YSR,Sesamum,0.35120999999999997,Other,5780.0,2029.9999999999998
2011,Andhra Pradesh,Kadapa YSR,Sesamum,0.51129,Other,4870.0,2490.0
2012,Andhra Pradesh,Kadapa YSR,Sesamum,0.57294,Other,4730.0,2710.0
2013,Andhra Pradesh,Kadapa YSR,Sesamum,0.36117,Other,9220.0,3330.0
2014,Andhra Pradesh,Kadapa YSR,Sesamum,0.70045,Other,15590.0,10920.0
2015,Andhra Pradesh,Kadapa YSR,Sesamum,0.50452,Other,5530.0,2790.0
2016,Andhra Pradesh,Kadapa YSR,Sesamum,0.43116000000000004,Other,4690.0,2020.0
2017,Andhra Pradesh,Kadapa YSR,Sesamum,0.50785,Other,3380.0,1710.0
2010,Andhra Pradesh,Chittoor,Sesamum,0.27777999999999997,Other,540.0,150.0
2011,Andhra Pradesh,Chittoor,Sesamum,0.45946,Other,370.0,170.0
2012,Andhra Pradesh,Chittoor,Sesamum,0.525,Other,400.0,210.0
2013,Andhra Pradesh,Chittoor,Sesamum,0.35897,Other,390.0,140.0
2014,Andhra Pradesh,Chittoor,Sesamum,0.6759299999999999,Other,1080.0,730.0
2015,Andhra Pradesh,Chittoor,Sesamum,0.5,Other,360.0,180.0
2016,Andhra Pradesh,Chittoor,Sesamum,0.42183,Other,1140.0,480.0
2017,Andhra Pradesh,Chittoor,Sesamum,0.4561,Other,410.0,190.0
2010,Telangana,Hyderabad,Sesamum,0.17391,Other,460.0,80.0
2011,Telangana,Hyderabad,Sesamum,0.29167000000000004,Other,240.0,70.0
2012,Telangana,Hyderabad,Sesamum,0.33332999999999996,Other,270.0,90.0
2013,Telangana,Hyderabad,Sesamum,0.2381,Other,210.0,50.0
2014,Telangana,Hyderabad,Sesamum,0.20833000000000002,Other,240.0,50.0
2015,Telangana,Hyderabad,Sesamum,0.05882,Other,170.0,10.0
2016,Telangana,Hyderabad,Sesamum,0.21406999999999998,Other,70.0,10.0
2017,Telangana,Hyderabad,Sesamum,0.22713,Other,60.0,10.0
2010,Telangana,Nizamabad,Sesamum,0.32961,Other,1790.0,590.0
2011,Telangana,Nizamabad,Sesamum,0.36798000000000003,Other,3560.0,1310.0
2012,Telangana,Nizamabad,Sesamum,0.42017000000000004,Other,4760.0,2000.0
2013,Telangana,Nizamabad,Sesamum,0.4,Other,4050.0,1620.0
2014,Telangana,Nizamabad,Sesamum,0.46705,Other,5160.0,2410.0
2015,Telangana,Nizamabad,Sesamum,0.28311000000000003,Other,2190.0,620.0
2016,Telangana,Nizamabad,Sesamum,1.09651,Other,3260.0,3580.0
2017,Telangana,Nizamabad,Sesamum,0.82921,Other,3880.0,3220.0
2010,Telangana,Medak,Sesamum,0.2,Other,750.0,150.0
2011,Telangana,Medak,Sesamum,0.30769,Other,520.0,160.0
2012,Telangana,Medak,Sesamum,0.35714,Other,420.0,150.0
2013,Telangana,Medak,Sesamum,0.2963,Other,270.0,80.0
2014,Telangana,Medak,Sesamum,0.31148000000000003,Other,610.0,190.0
2015,Telangana,Medak,Sesamum,0.10345,Other,290.0,30.0
2016,Telangana,Medak,Sesamum,0.40123000000000003,Other,190.0,80.0
2017,Telangana,Medak,Sesamum,0.42947,Other,60.0,30.0
2010,Telangana,Mahabubnagar,Sesamum,0.18056,Other,720.0,130.0
2011,Telangana,Mahabubnagar,Sesamum,0.30507999999999996,Other,590.0,180.0
2012,Telangana,Mahabubnagar,Sesamum,0.32857,Other,700.0,230.0
2013,Telangana,Mahabubnagar,Sesamum,0.23077,Other,390.0,90.0
2014,Telangana,Mahabubnagar,Sesamum,0.2844,Other,1090.0,310.0
2015,Telangana,Mahabubnagar,Sesamum,0.03922,Other,510.0,20.0
2016,Telangana,Mahabubnagar,Sesamum,0.21662,Other,280.0,60.0
2017,Telangana,Mahabubnagar,Sesamum,0.31292000000000003,Other,390.0,120.0
2010,Telangana,Nalgonda,Sesamum,0.14796,Other,1960.0,290.0
2011,Telangana,Nalgonda,Sesamum,0.14789,Other,1420.0,210.0
2012,Telangana,Nalgonda,Sesamum,0.13402,Other,970.0,130.0
2013,Telangana,Nalgonda,Sesamum,0.2129,Other,1550.0,330.0
2014,Telangana,Nalgonda,Sesamum,0.09836,Other,610.0,60.0
2015,Telangana,Nalgonda,Sesamum,0.07895,Other,380.0,30.0
2016,Telangana,Nalgonda,Sesamum,0.18505000000000002,Other,560.0,100.0
2017,Telangana,Nalgonda,Sesamum,0.16666999999999998,Other,120.0,20.0
2010,Telangana,Warangal,Sesamum,0.18803,Other,5850.0,1100.0
2011,Telangana,Warangal,Sesamum,0.4,Other,2650.0,1060.0
2012,Telangana,Warangal,Sesamum,0.41304,Other,2300.0,950.0
2013,Telangana,Warangal,Sesamum,0.22903,Other,3100.0,710.0
2014,Telangana,Warangal,Sesamum,0.23263999999999999,Other,2880.0,670.0
2015,Telangana,Warangal,Sesamum,0.02966,Other,2360.0,70.0
2016,Telangana,Warangal,Sesamum,0.18384,Other,1800.0,330.0
2017,Telangana,Warangal,Sesamum,0.32289,Other,340.0,110.0
2010,Telangana,Khammam,Sesamum,0.19734000000000002,Other,5270.0,1040.0
2011,Telangana,Khammam,Sesamum,0.20661000000000002,Other,2420.0,500.0
2012,Telangana,Khammam,Sesamum,0.20492,Other,2440.0,500.0
2013,Telangana,Khammam,Sesamum,0.24796,Other,3670.0,910.0
2014,Telangana,Khammam,Sesamum,0.14159,Other,1130.0,160.0
2015,Telangana,Khammam,Sesamum,0.28889,Other,450.0,130.0
2016,Telangana,Khammam,Sesamum,0.48260000000000003,Other,660.0,320.0
2017,Telangana,Khammam,Sesamum,0.51047,Other,250.0,130.0
2010,Telangana,Karimnagar,Sesamum,0.43471,Other,6280.0,2730.0
2011,Telangana,Karimnagar,Sesamum,0.37805,Other,5740.0,2170.0
2012,Telangana,Karimnagar,Sesamum,0.52083,Other,7680.0,4000.0
2013,Telangana,Karimnagar,Sesamum,0.50164,Other,6080.0,3050.0
2014,Telangana,Karimnagar,Sesamum,0.50412,Other,7280.0,3670.0
2015,Telangana,Karimnagar,Sesamum,0.3003,Other,3330.0,1000.0
2016,Telangana,Karimnagar,Sesamum,0.96696,Other,7930.0,7670.0
2017,Telangana,Karimnagar,Sesamum,0.51838,Other,7080.0,3670.0
2010,Telangana,Adilabad,Sesamum,0.2747,Other,4150.0,1140.0
2011,Telangana,Adilabad,Sesamum,0.444,Other,2500.0,1110.0
2012,Telangana,Adilabad,Sesamum,0.32894999999999996,Other,3040.0,1000.0
2013,Telangana,Adilabad,Sesamum,0.3832,Other,4880.0,1870.0
2014,Telangana,Adilabad,Sesamum,0.44606,Other,4820.0,2150.0
2015,Telangana,Adilabad,Sesamum,0.24105000000000001,Other,4190.0,1010.0
2016,Telangana,Adilabad,Sesamum,0.39808,Other,6140.0,2440.0
2017,Telangana,Adilabad,Sesamum,0.39156,Other,4120.0,1610.0
2010,Karnataka,Bangalore,Sesamum,0.28793,Other,6460.0,1860.0
2011,Karnataka,Bangalore,Sesamum,0.61966,Other,4680.0,2900.0
2012,Karnataka,Bangalore,Sesamum,0.05195,Other,770.0,40.0
2013,Karnataka,Bangalore,Sesamum,0.47716000000000003,Other,1970.0,940.0
2014,Karnataka,Bangalore,Sesamum,0.38129,Other,1390.0,530.0
2015,Karnataka,Bangalore,Sesamum,0.85549,Other,3460.0,2960.0
2016,Karnataka,Bangalore,Sesamum,0.82435,Other,500.0,410.0
2017,Karnataka,Bangalore,Sesamum,0.49102999999999997,Other,2340.0,1150.0
2010,Karnataka,Kolar,Sesamum,0.5555599999999999,Other,90.0,50.0
2011,Karnataka,Kolar,Sesamum,0.5,Other,300.0,150.0
2012,Karnataka,Kolar,Sesamum,0.30769,Other,260.0,80.0
2013,Karnataka,Kolar,Sesamum,0.58333,Other,240.0,140.0
2014,Karnataka,Kolar,Sesamum,0.52632,Other,190.0,100.0
2015,Karnataka,Kolar,Sesamum,0.5,Other,260.0,130.0
2016,Karnataka,Kolar,Sesamum,0.64,Other,50.0,30.0
2017,Karnataka,Kolar,Sesamum,0.87324,Other,70.0,60.0
2010,Karnataka,Tumkur,Sesamum,0.5875,Other,800.0,470.0
2011,Karnataka,Tumkur,Sesamum,0.49315,Other,730.0,360.0
2012,Karnataka,Tumkur,Sesamum,0.33332999999999996,Other,450.0,150.0
2013,Karnataka,Tumkur,Sesamum,0.46875,Other,320.0,150.0
2014,Karnataka,Tumkur,Sesamum,0.11111,Other,270.0,30.0
2015,Karnataka,Tumkur,Sesamum,0.44,Other,250.0,110.0
2016,Karnataka,Tumkur,Sesamum,0.32106999999999997,Other,300.0,100.0
2017,Karnataka,Tumkur,Sesamum,0.87805,Other,330.0,290.0
2010,Karnataka,Mysore,Sesamum,0.69614,Other,13460.0,9370.0
2011,Karnataka,Mysore,Sesamum,0.65134,Other,11530.0,7510.0
2012,Karnataka,Mysore,Sesamum,0.22623,Other,8310.0,1880.0
2013,Karnataka,Mysore,Sesamum,0.53571,Other,7840.0,4200.0
2014,Karnataka,Mysore,Sesamum,0.54253,Other,5290.0,2870.0
2015,Karnataka,Mysore,Sesamum,0.70626,Other,10860.0,7670.0
2016,Karnataka,Mysore,Sesamum,0.5240199999999999,Other,1810.0,950.0
2017,Karnataka,Mysore,Sesamum,0.7044,Other,7910.0,5570.0
2010,Karnataka,Mandya,Sesamum,0.8,Other,5550.0,4440.0
2011,Karnataka,Mandya,Sesamum,0.65273,Other,5500.0,3590.0
2012,Karnataka,Mandya,Sesamum,0.16636,Other,5410.0,900.0
2013,Karnataka,Mandya,Sesamum,0.5209600000000001,Other,5010.0,2610.0
2014,Karnataka,Mandya,Sesamum,0.28875,Other,3290.0,950.0
2015,Karnataka,Mandya,Sesamum,0.53232,Other,2630.0,1400.0
2016,Karnataka,Mandya,Sesamum,0.6091799999999999,Other,1720.0,1050.0
2017,Karnataka,Mandya,Sesamum,0.5624199999999999,Other,6780.0,3820.0
2010,Karnataka,Hassan,Sesamum,1.01541,Other,5190.0,5270.0
2011,Karnataka,Hassan,Sesamum,0.5652200000000001,Other,4830.0,2730.0
2012,Karnataka,Hassan,Sesamum,0.17391,Other,3450.0,600.0
2013,Karnataka,Hassan,Sesamum,0.24868,Other,1890.0,470.0
2014,Karnataka,Hassan,Sesamum,0.4903,Other,3610.0,1770.0
2015,Karnataka,Hassan,Sesamum,0.46888,Other,2410.0,1130.0
2016,Karnataka,Hassan,Sesamum,0.25061,Other,820.0,200.0
2017,Karnataka,Hassan,Sesamum,0.14032,Other,1180.0,170.0
2010,Karnataka,Shimoge,Sesamum,0.66667,Other,60.0,40.0
2011,Karnataka,Shimoge,Sesamum,0.5555599999999999,Other,90.0,50.0
2013,Karnataka,Shimoge,Sesamum,1.0,Other,10.0,10.0
2010,Karnataka,Chickmagalur,Sesamum,0.92279,Other,8029.999999999999,7410.0
2011,Karnataka,Chickmagalur,Sesamum,0.54102,Other,4510.0,2440.0
2012,Karnataka,Chickmagalur,Sesamum,0.35536,Other,5600.0,1990.0
2013,Karnataka,Chickmagalur,Sesamum,0.62651,Other,4980.0,3120.0
2014,Karnataka,Chickmagalur,Sesamum,0.495,Other,6000.0,2970.0
2015,Karnataka,Chickmagalur,Sesamum,0.88737,Other,5860.0,5200.0
2016,Karnataka,Chickmagalur,Sesamum,0.8834099999999999,Other,3880.0,3420.0
2017,Karnataka,Chickmagalur,Sesamum,0.68487,Other,3090.0,2120.0
2010,Karnataka,Chitradurga,Sesamum,0.78352,Other,5220.0,4090.0
2011,Karnataka,Chitradurga,Sesamum,0.78313,Other,2490.0,1950.0
2012,Karnataka,Chitradurga,Sesamum,0.30047,Other,2130.0,640.0
2013,Karnataka,Chitradurga,Sesamum,0.49194,Other,1240.0,610.0
2014,Karnataka,Chitradurga,Sesamum,0.66964,Other,3360.0,2250.0
2015,Karnataka,Chitradurga,Sesamum,0.53023,Other,2150.0,1140.0
2016,Karnataka,Chitradurga,Sesamum,0.45283,Other,160.0,70.0
2017,Karnataka,Chitradurga,Sesamum,0.4433,Other,190.0,90.0
2010,Karnataka,Bellary,Sesamum,0.30769,Other,2080.0,640.0
2011,Karnataka,Bellary,Sesamum,0.25926,Other,540.0,140.0
2012,Karnataka,Bellary,Sesamum,0.375,Other,80.0,30.0
2013,Karnataka,Bellary,Sesamum,0.44444,Other,540.0,240.0
2014,Karnataka,Bellary,Sesamum,0.368,Other,1250.0,460.0
2015,Karnataka,Bellary,Sesamum,0.2524,Other,3130.0,790.0
2016,Karnataka,Bellary,Sesamum,0.46718,Other,650.0,310.0
2017,Karnataka,Bellary,Sesamum,1.8988800000000001,Other,90.0,170.0
